,news_id,read_time
33953,100647870,1394178601
33955,100647605,1394088359
33956,100646637,1394011586
33957,100647057,1394011075
33958,100645708,1393984549
33959,100646297,1393984519
33961,100646404,1393984490
33962,100646609,1393984472
33963,100646756,1393984466
33964,100646193,1393980624
33965,100646712,1393980604
33966,100646463,1393920530
33967,100646400,1393912974
33968,100646388,1393912956
33969,100646364,1393909711
33970,100646080,1393909700
33971,100646137,1393904798
33972,100646147,1393904708
33973,100645821,1393904060
33974,100645974,1393904051
33975,100646017,1393904043
33976,100646280,1393904036
33977,100646058,1393904028
33978,100646080,1393904019
33979,100646117,1393904016
33980,100646149,1393904011
33981,100646164,1393904005
33982,100644655,1393903998
33983,100645821,1393836949
33984,100645428,1393830599
33985,100645483,1393830518
33986,100645398,1393829814
33987,100645809,1393829227
33988,100645398,1393829211
33989,100645379,1393829208
33990,100645530,1393829204
33991,100645537,1393829200
33992,100645527,1393829194
33993,100645435,1393829191
33994,100645699,1393829178
33995,100645697,1393829171
33996,100647915,1394589429
33997,100309099,1394589065
34000,100650010,1394587342
34001,100658556,1396262585
34002,100619473,1396067463
34003,100618794,1396067446
34004,100657748,1396066894
34005,100654480,1396066893
34006,100653785,1395768334
34007,100656387,1395767955
34008,100655816,1395754604
34009,100655449,1395754116
34010,100655291,1395754110
34011,100655307,1395754109
34012,100655324,1395754108
34014,100650830,1394687479
34015,100647914,1394162290
34016,100646087,1393917578
34017,100645940,1393907654
34018,100656099,1395912698
34019,100656239,1395912596
34020,100656369,1395912575
34021,100656616,1395912483
34022,100656637,1395912469
34023,100656815,1395912380
34024,100657146,1395912359
34025,100657188,1395912324
34026,100657261,1395912230
34027,100648994,1394451297
34028,100649048,1394451070
34029,100648796,1394450997
34030,100648976,1394450890
34031,100649260,1394450760
34032,100657261,1395919434
34033,100653327,1395244293
34034,100653351,1395244248
34035,100653403,1395244216
34036,100651950,1394965574
34037,100650702,1394708065
34038,100648645,1394625601
34039,100650220,1394625492
34040,100648768,1394372738
34041,100658209,1396238116
34042,100658361,1396238075
34043,100658441,1396238047
34044,100658463,1396238035
34045,100658506,1396238030
34046,100658527,1396238027
34047,100658561,1396237967
34048,100644566,1393832237
34049,100644648,1393832198
34050,100644706,1393832173
34051,100644937,1393832159
34052,100645310,1393832118
34053,100645359,1393832092
34054,100645485,1393832041
34055,100649503,1394615824
34056,100648768,1394615787
34057,100649040,1394615756
34058,100649646,1394615667
34059,100648768,1394615561
34060,100649040,1394615556
34061,100649646,1394615555
34062,100650220,1394615323
34063,100646409,1393984496
34064,100646483,1393984444
34065,100646722,1393984348
34066,100645532,1393933089
34067,100645828,1393933042
34068,100645906,1393932986
34069,100646087,1393932927
34070,100653933,1395299137
34071,100649574,1394524873
34072,100649569,1394521338
34073,100647190,1394085737
34074,100647407,1394085709
34075,100647513,1394085378
34076,100645805,1394000478
34077,100646451,1394000280
34078,100646359,1393914543
34079,100643680,1393811142
34080,100651469,1395229355
34081,100651880,1395229343
34082,100651950,1395229223
34083,100653327,1395229183
34084,100653351,1395229114
34085,100653403,1395229080
34086,100653298,1395365226
34091,100645310,1394502731
34092,100645359,1394502711
34094,100645546,1393934640
34095,100645864,1393934610
34096,100645933,1393934595
34097,100646120,1393934560
34098,100646153,1393934504
34099,100649087,1395375668
34100,100631592,1395375479
34101,100651372,1395375220
34102,100651469,1395375120
34103,100651276,1395375096
34104,100651344,1395375057
34105,100651469,1395374950
34106,100654455,1395374405
34107,100645448,1394014422
34108,100646080,1394014403
34109,100645962,1394014389
34110,100646080,1394014377
34111,100645962,1394014361
34112,100646080,1394014280
34113,100649635,1394511607
34114,100649558,1394511417
34115,100648796,1394511405
34116,100645359,1394511378
34118,100651880,1394965733
34119,100651950,1394965591
34120,100650639,1394711096
34121,100650689,1394711007
34122,100650702,1394710948
34128,100646782,1394471335
34129,100646872,1394471317
34130,100646947,1394471309
34131,100647336,1394471297
34132,100647407,1394471284
34133,100647427,1394471188
34134,100647597,1394471171
34135,100647885,1394471157
34136,100647915,1394471109
34137,100649040,1394471073
34138,100653892,1395740395
34139,100653933,1395740380
34140,100654022,1395740365
34141,100654204,1395740337
34142,100654400,1395740320
34143,100654411,1395740307
34144,100655071,1395740294
34145,100655123,1395740267
34146,100655188,1395740259
34147,100655198,1395740248
34148,100655297,1395740240
34149,100655375,1395740226
34150,100655399,1395740217
34151,100655420,1395740196
34152,100655552,1395740185
34153,100655733,1395740169
34154,100655960,1395740160
34155,100656037,1395740144
34156,100656057,1395740046
34157,100656099,1395740030
34158,100656150,1395740002
34159,100656239,1395739957
34160,100650220,1394630598
34161,100646782,1394158616
34162,100646872,1394158599
34163,100646947,1394158567
34164,100647336,1394158561
34165,100647407,1394158514
34166,100647427,1394158495
34167,100647597,1394158445
34168,100647885,1394158432
34169,100647915,1394158400
34170,100655938,1395723818
34171,100656207,1395723016
34172,100655113,1395465009
34173,100654995,1395459783
34174,100654434,1395446014
34175,100651343,1395445988
34176,100652703,1395232355
34177,100653785,1395232240
34178,100651343,1395128839
34179,100651395,1395128765
34180,100651370,1395128641
34181,100652866,1395127472
34182,100647965,1394682140
34183,100647960,1394682065
34184,100647991,1394681990
34185,100650498,1394681782
34186,100650806,1394681752
34188,100646920,1394060476
34190,100631223,1393982694
34191,100640376,1393982606
34192,100641943,1393982510
34193,100641868,1393982467
34194,100646038,1393981282
34195,100646695,1393981227
34196,100646478,1393981213
34197,100646712,1393981139
34198,100646451,1393981099
34199,100645303,1393824629
34200,100656591,1395824527
34201,100651130,1394707330
34202,100650824,1394691251
34203,100647710,1394103300
34204,100646087,1393922584
34205,100652745,1395730332
34206,100656223,1395730238
34207,100656057,1395730089
34208,100655321,1395576458
34209,100649917,1394534691
34210,100642763,1393938890
34211,100642813,1393938887
34212,100642988,1393938881
34213,100643203,1393938857
34214,100643267,1393938690
34215,100643299,1393938602
34216,100643352,1393934390
34217,100643481,1393934373
34218,100643512,1393934266
34219,100643761,1393934159
34220,100643811,1393934113
34221,100643915,1393934013
34222,100644102,1393933951
34223,100644566,1393933878
34224,100644648,1393933808
34225,100645359,1393933739
34226,100645485,1393933693
34227,100645503,1393933630
34228,100645546,1393933577
34229,100645864,1393933562
34230,100645933,1393933502
34231,100646120,1393933449
34232,100646153,1393933282
34233,100651880,1394976672
34234,100651950,1394976412
34235,100651276,1394804337
34236,100651344,1394804250
34237,100651469,1394804010
34238,100650702,1394695366
34239,100648768,1394369780
34240,100648788,1395103624
34241,100649064,1395103438
34242,100651467,1395103296
34243,100652655,1395103246
34245,100648752,1394369595
34246,100648768,1394369549
34247,100645933,1393933982
34248,100646120,1393933939
34249,100646153,1393933781
34253,100653617,1395278792
34254,100653785,1395278761
34258,100654225,1395367307
34259,100651104,1394711935
34260,100650989,1394711846
34261,100650931,1394710845
34262,100650824,1394710030
34263,100650552,1394622074
34264,100648579,1394288542
34265,100654400,1396171561
34266,100654411,1396171555
34267,100655123,1396171546
34268,100655198,1396171540
34269,100655297,1396171515
34270,100655369,1396171511
34271,100655382,1396171465
34272,100655407,1396171454
34273,100655455,1396171448
34274,100655559,1396171405
34275,100655738,1396171390
34276,100655965,1396171381
34277,100656051,1396171348
34278,100656090,1396171338
34279,100656136,1396171332
34281,100656530,1396171279
34282,100656604,1396171246
34283,100656627,1396171201
34284,100656686,1396171155
34285,100657139,1396171142
34286,100657161,1396171111
34287,100657181,1396171055
34288,100657192,1396171012
34289,100657414,1396171005
34290,100657630,1396170977
34291,100657686,1396170914
34292,100657733,1396170853
34293,100658296,1396170801
34294,100658441,1396170748
34295,100655519,1395634563
34296,100445550,1395109128
34297,100652418,1395108948
34298,100650010,1394585896
34299,100649202,1394436247
34300,100647825,1394157392
34301,100645906,1393906858
34302,100646087,1393906825
34303,100650702,1394698994
34304,100645828,1393939662
34305,100645906,1393939620
34306,100645310,1393939594
34307,100645359,1393939575
34308,100645485,1393939538
34309,100645503,1393939526
34310,100645546,1393939493
34311,100645864,1393939444
34312,100645933,1393939408
34313,100646120,1393939372
34314,100646153,1393939256
34315,100586992,1394155319
34316,100647785,1394155173
34320,100647336,1394155151
34321,100647407,1394155135
34322,100647427,1394155115
34323,100647597,1394155087
34324,100647885,1394155078
34325,100647915,1394155051
34326,100646153,1393914244
34327,100641056,1394529709
34328,100646153,1394529525
34329,100649558,1394529488
34330,100649885,1394529282
34331,100649597,1394529176
34332,100642301,1394529057
34333,100649373,1394529045
34338,100648892,1394412810
34339,100648593,1394412707
34340,100646722,1394412653
34341,100646087,1394412567
34342,100648717,1394412456
34343,100648752,1394412421
34344,100648768,1394412399
34345,100650220,1394660299
34346,100647915,1394157685
34347,100646153,1393967752
34348,100644648,1393945620
34349,100646087,1393945556
34350,100650824,1394719905
34351,100649202,1394529196
34352,100649260,1394456421
34354,100618372,1393939524
34355,100639276,1393939377
34357,100650133,1394585219
34358,100648411,1394412858
34359,100647833,1394153849
34361,100647235,1394074719
34362,100630448,1394074439
34363,100647230,1394072782
34364,100647226,1394071360
34365,100647228,1394071007
34366,100647226,1394071007
34368,100591406,1394067422
34369,100646919,1394067097
34370,100646656,1393981175
34372,100656207,1395766865
34374,100651396,1395409626
34375,100651343,1395409624
34376,100654168,1395325879
34377,100653840,1395325735
34378,100653529,1395235585
34380,100651987,1394955426
34381,100648984,1394904840
34382,100649040,1394904828
34383,100651905,1394904682
34384,100646137,1394603708
34386,100648796,1394342180
34387,100647710,1394106019
34388,100645335,1393738887
34389,100658325,1396051180
34390,100658012,1396051138
34391,100658165,1396005346
34392,100657279,1396004956
34393,100657812,1396004705
34394,100658012,1395998413
34395,100656709,1395873415
34396,100649202,1394496615
34397,100645940,1393889305
34398,100646153,1393929338
34399,100643328,1393929296
34400,100642763,1393929230
34401,100642716,1393929175
34403,100657828,1396228344
34404,100658325,1396087810
34405,100658399,1396087778
34406,100657327,1395914132
34407,100657355,1395914129
34408,100656915,1395839869
34409,100656953,1395839861
34410,100656977,1395839850
34411,100657030,1395839841
34412,100656223,1395722066
34413,100656033,1395722061
34414,100655728,1395645923
34415,100655599,1395645852
34416,100655375,1395624219
34417,100655008,1395418057
34418,100654847,1395417981
34419,100653724,1395239335
34420,100653720,1395239251
34421,100652673,1395069058
34422,100651438,1394791048
34423,100651413,1394791031
34424,100651502,1394789822
34425,100651126,1394720653
34426,100651212,1394720617
34427,100650368,1394635560
34428,100650498,1394635120
34429,100650633,1394634397
34430,100650350,1394617438
34431,100650133,1394591175
34432,100650129,1394591169
34433,100649929,1394550529
34434,100650060,1394550509
34435,100648976,1394418444
34436,100648059,1394418438
34437,100648799,1394353171
34438,100648667,1394353091
34439,100648031,1394168524
34440,100647605,1394159623
34441,100647825,1394110364
34442,100645047,1393605022
34445,100645485,1394072378
34446,100646483,1394072360
34447,100646722,1394072313
34449,100654204,1395739255
34450,100653403,1395739208
34451,100656239,1395739145
34452,100656150,1395730526
34453,100656239,1395730468
34454,100654022,1395390992
34455,100654204,1395390915
34457,100655164,1395545506
34458,100655260,1395545455
34460,100654141,1395545372
34461,100654161,1395544395
34463,100654141,1395544301
34464,100654161,1395544292
34465,100655117,1395544077
34466,100655143,1395543951
34467,100655167,1395542894
34468,100655176,1395541206
34470,100655177,1395541045
34471,100655188,1395906381
34472,100655198,1395906378
34473,100655297,1395906350
34474,100655375,1395906251
34475,100655399,1395906208
34476,100655420,1395906174
34477,100655552,1395906116
34478,100655733,1395906096
34479,100655960,1395906071
34480,100656037,1395906054
34481,100656057,1395906008
34482,100656090,1395906000
34483,100656136,1395905987
34485,100656364,1395905924
34486,100656530,1395905894
34487,100656604,1395905858
34488,100656627,1395905829
34489,100656686,1395905798
34490,100657139,1395905774
34491,100657161,1395905767
34492,100657181,1395905671
34493,100657261,1395905643
34494,100643866,1393893963
34495,100644095,1393893961
34496,100644128,1393893957
34497,100644588,1393893954
34498,100644672,1393893950
34499,100644911,1393893948
34500,100644977,1393893945
34501,100645338,1393893940
34502,100645366,1393893935
34503,100645495,1393893926
34504,100645532,1393893912
34505,100645828,1393893902
34506,100645906,1393893899
34507,100646087,1393893865
34508,100653351,1395253362
34509,100653403,1395253351
34510,100650156,1394633662
34511,100650174,1394633652
34512,100650220,1394633601
34513,100649853,1394634378
34514,100649924,1394634321
34515,100650144,1394634271
34516,100650156,1394634199
34517,100650174,1394634155
34518,100650220,1394634057
34519,100651937,1394961284
34522,100648453,1394201567
34524,100641193,1395632606
34525,100642301,1395632523
34526,100641727,1395632285
34527,100642630,1395631680
34528,100642618,1395631435
34529,100642609,1395631379
34530,100642311,1395631206
34531,100642309,1395630995
34532,100642302,1395630511
34533,100642596,1395630265
34534,100645322,1395629938
34535,100645962,1395629069
34536,100646080,1395628857
34537,100642301,1395628454
34538,100652262,1395628112
34539,100648802,1394626867
34540,100648830,1394626809
34541,100648915,1394626789
34542,100648984,1394626752
34543,100649040,1394626534
34544,100650174,1394626497
34545,100650220,1394626402
34546,100646751,1394024769
34547,100627770,1394024753
34548,100629985,1394024315
34550,100646361,1394023774
34551,100644711,1394023326
34552,100646361,1394023302
34553,100647160,1394023229
34554,100647251,1394023051
34555,100631366,1394022991
34556,100636385,1394022966
34557,100642404,1394022943
34558,100645940,1394022911
34559,100646722,1394022874
34560,100645485,1394022833
34561,100644625,1394022804
34562,100077110,1395976038
34563,100657085,1395848835
34564,100343338,1395848662
34565,100534657,1395848647
34566,100657012,1395847771
34567,100515364,1395799081
34568,100656602,1395795314
34569,100652935,1395628282
34573,100644102,1393811592
34574,100644566,1393811515
34575,100644648,1393811450
34577,100435986,1395783609
34578,100431294,1395783559
34579,100473589,1395783351
34580,100475343,1395783340
34581,100590366,1395783288
34582,100643677,1395783237
34583,100655044,1395451969
34584,100654429,1395380249
34585,100653826,1395273494
34586,100649110,1395184060
34587,100653093,1395183988
34588,100652841,1395110224
34589,100651337,1395107279
34590,100651438,1394907101
34592,100651898,1394907074
34593,100651913,1394876749
34594,100651397,1394765810
34595,100649202,1394505065
34596,100649642,1394505051
34597,100647232,1394073498
34598,100646790,1393997775
34599,100645483,1393918352
34600,100646463,1393918288
34601,100645962,1393838888
34602,100645322,1393667668
34603,100645485,1393934557
34604,100644648,1393934528
34605,100643328,1393934484
34606,100644648,1393934478
34607,100646087,1393934250
34608,100654434,1395415919
34609,100653785,1395415885
34610,100653298,1395415751
34611,100654945,1395415483
34612,100655008,1395415332
34613,100654448,1396172964
34614,100654473,1396172956
34615,100652346,1395047231
34616,100651890,1395047219
34617,100652200,1395046181
34619,100652121,1395045956
34620,100652139,1395045954
34621,100652200,1395045953
34622,100645485,1393907367
34623,100642596,1393907159
34624,100645962,1393906941
34625,100645485,1393906682
34626,100645322,1393906645
34627,100645962,1393906642
34628,100645940,1393904213
34629,100644648,1394000549
34630,100645485,1394000521
34631,100646770,1394000489
34632,100646782,1394000459
34633,100646872,1394000427
34634,100657261,1395908843
34635,100653403,1395211310
34636,100651469,1394781159
34637,100650220,1394611127
34638,100646087,1393894298
34639,100648645,1396177648
34640,100658361,1396177007
34642,100589775,1396176795
34644,100643811,1393924987
34645,100643915,1393924485
34646,100644102,1393923534
34647,100644566,1393923289
34648,100644706,1393922492
34649,100644937,1393922220
34650,100645310,1393921988
34651,100645359,1393921845
34652,100645485,1393921658
34653,100645503,1393921627
34654,100645546,1393921547
34655,100645864,1393921417
34656,100646087,1393921053
34657,100653327,1395743734
34658,100656057,1395742515
34659,100655420,1395742464
34660,100648645,1395742448
34661,100653327,1395742444
34662,100656057,1395742438
34663,100655420,1395742438
34664,100655733,1395742387
34665,100648788,1394435539
34666,100646695,1394004429
34667,100656099,1396227276
34668,100656150,1396227213
34669,100658561,1396227143
34670,100656239,1395741933
34671,100648768,1394366828
34672,100643210,1393832165
34673,100643277,1393832142
34674,100644937,1393832119
34675,100645310,1393832092
34676,100645359,1393832078
34677,100645485,1393832029
34678,100655805,1395803319
34680,100645805,1395802838
34681,100655526,1395802510
34682,100655816,1395802195
34684,100656411,1395801871
34685,100655491,1395801412
34686,100654475,1395800687
34687,100656591,1395800502
34688,100654790,1395800182
34689,100655380,1395799675
34690,100654434,1395799592
34691,100656567,1395799271
34692,100653011,1395230784
34693,100652869,1395230432
34694,100653011,1395153520
34695,100651502,1394849587
34696,100651850,1394848988
34697,100649064,1394460139
34698,100648889,1394381176
34699,100646451,1393984173
34701,100646751,1393980286
34702,100646147,1393941906
34703,100646712,1393941437
34704,100646409,1393940598
34705,100645338,1393736941
34706,100645189,1393736792
34707,100641384,1393731208
34708,100643799,1393731047
34709,100644562,1393730968
34710,100645337,1393730868
34711,100645282,1393728773
34712,100645335,1393727786
34713,100645205,1393727600
34715,100649503,1394497366
34716,100644566,1393930745
34717,100644648,1393930718
34718,100646087,1393930644
34719,100646153,1394114041
34720,100645359,1394113987
34721,100645485,1394113958
34722,100645503,1394113941
34723,100645546,1394113852
34724,100645864,1394113773
34725,100645933,1394113748
34726,100646120,1394113689
34727,100646153,1394113378
34728,100646087,1394112448
34731,100644566,1394111826
34732,100644648,1394111720
34733,100647710,1394111181
34734,100648634,1394455818
34735,100648717,1394455759
34736,100648752,1394455678
34737,100648768,1394455618
34738,100648915,1394455561
34739,100648984,1394455412
34740,100649040,1394455310
34741,100647228,1394117872
34742,100647230,1394117499
34743,100647232,1394117264
34744,100647235,1394116218
34746,100647237,1394115938
34747,100655291,1395888687
34748,100644617,1394354537
34750,100634523,1394169195
34751,100642301,1394169047
34752,100575893,1394168892
34753,100658380,1396084137
34754,100658100,1396057168
34756,100652418,1395044563
34757,100651212,1394760645
34758,100649803,1394524943
34759,100648411,1394414896
34760,100648235,1394804720
34761,100648582,1394804563
34762,100648634,1394804474
34763,100648717,1394804431
34764,100648752,1394804397
34765,100648768,1394804301
34766,100651469,1394804206
34767,100656239,1395735429
34768,100655399,1395644279
34769,100655420,1395644101
34770,100651469,1394783179
34771,100646722,1393983418
34772,100645503,1393927495
34773,100645546,1393927454
34774,100645864,1393927417
34775,100645933,1393927381
34776,100646120,1393927327
34777,100646153,1393927157
34778,100640355,1394435543
34779,100640492,1394435541
34780,100640772,1394435539
34781,100640796,1394435534
34782,100640878,1394435531
34783,100641101,1394435523
34784,100641225,1394435516
34785,100641301,1394435512
34786,100641379,1394435509
34787,100641568,1394435485
34788,100641856,1394435483
34789,100641991,1394435480
34790,100642085,1394435459
34791,100642170,1394435452
34792,100642391,1394435438
34793,100642603,1394435432
34794,100642716,1394435415
34795,100642763,1394435413
34796,100642813,1394435402
34797,100642988,1394435399
34798,100643203,1394435377
34799,100643267,1394435375
34800,100643299,1394435345
34801,100643352,1394435336
34802,100643481,1394435332
34803,100643512,1394435326
34804,100643761,1394435297
34805,100643811,1394435296
34806,100643915,1394435288
34807,100644102,1394435285
34808,100644566,1394435282
34809,100644648,1394435275
34810,100644706,1394435260
34811,100644937,1394435254
34812,100645359,1394435247
34813,100645485,1394435244
34814,100645503,1394435216
34815,100645546,1394435213
34816,100645864,1394435207
34817,100645933,1394435195
34818,100646120,1394435187
34819,100646153,1394434958
34820,100649202,1394434824
34821,100646087,1394153286
34823,100647825,1394153006
34824,100650824,1394700681
34825,100646722,1394098830
34826,100647416,1394098776
34828,100645428,1393745730
34829,100656602,1395799378
34831,100654303,1395377694
34832,100654455,1395377686
34833,100652911,1395125330
34834,100649100,1394499370
34835,100647914,1394153019
34836,100645906,1393923546
34837,100646087,1393923516
34838,100656369,1395900971
34839,100656551,1395900953
34840,100656616,1395900929
34841,100656637,1395900901
34842,100656815,1395900819
34843,100657146,1395900806
34844,100657176,1395900780
34845,100657188,1395900735
34846,100657261,1395900694
34847,100651469,1394792752
34848,100648752,1394792689
34849,100650220,1394792663
34850,100651469,1394792473
34851,100650174,1394608255
34852,100650220,1394608171
34853,100649646,1394542645
34854,100658012,1396009767
34855,100654990,1395666356
34856,100654438,1395470219
34857,100651343,1395468843
34858,100654733,1395468619
34859,100651317,1395468610
34860,100654733,1395468605
34861,100651308,1395465701
34862,100653785,1395322261
34863,100653257,1395322242
34864,100653948,1395312309
34865,100645708,1394079471
34866,100646153,1393906272
34867,100636335,1393766966
34868,100642456,1393766884
34869,100627373,1393766547
34870,100642456,1393766460
34871,100644970,1393766456
34872,100641370,1393765608
34873,100656815,1395901025
34874,100657146,1395901017
34875,100657176,1395901008
34876,100657188,1395900995
34877,100657261,1395900968
34878,100657176,1396236156
34879,100658561,1396236007
34880,100657261,1395919402
34881,100654303,1395735605
34882,100656239,1395735491
34883,100645359,1394513311
34885,100657139,1395883985
34887,100652626,1395124817
34888,100651420,1394782917
34889,100651626,1394782810
34890,100651502,1394780811
34891,100650726,1394696100
34892,100649929,1394583713
34893,100649687,1394522627
34894,100649003,1394522218
34895,100649524,1394522147
34896,100649553,1394518537
34897,100649562,1394518477
34898,100649571,1394514218
34900,100647407,1394080136
34901,100646925,1393995571
34905,100646046,1393901066
34906,100646096,1393900912
34907,100646006,1393900630
34908,100645962,1393893682
34909,100646153,1393892686
34911,100645697,1393833919
34912,100643210,1393937773
34913,100643277,1393937758
34914,100643328,1393937714
34915,100646153,1393937594
34918,100658349,1396091820
34919,100658372,1396063320
34920,100657600,1396061296
34921,100657412,1396061088
34922,100657423,1396060964
34923,100657600,1395924329
34924,100639803,1395751849
34925,100656223,1395751828
34926,100607970,1395555414
34927,100618348,1395555174
34928,100620319,1395553804
34929,100633832,1395553086
34930,100622674,1395552973
34931,100655216,1395549701
34932,100655195,1395549613
34933,100655216,1395549611
34934,100655161,1395535415
34935,100654438,1395530367
34936,100653948,1395530228
34937,100655235,1395529931
34938,100549240,1395470844
34939,100654733,1395470370
34940,100655145,1395469914
34941,100652621,1395469821
34942,100609264,1395469745
34943,100650004,1395469438
34944,100487653,1395469408
34945,100654079,1395467947
34946,100487321,1395467620
34947,100655113,1395467489
34948,100653557,1395467428
34949,100655104,1395467376
34950,100622024,1395456796
34951,100651321,1395456625
34952,100653720,1395232074
34953,100653785,1395231239
34954,100653729,1395225291
34955,100554953,1395225254
34956,100634247,1395225229
34957,100653710,1395225093
34958,100606427,1395224818
34959,100652416,1395224682
34960,100652866,1395223548
34961,100653554,1395222992
34962,100652898,1395222731
34963,100652703,1395222014
34964,100612416,1394954663
34965,100652046,1394954375
34966,100651481,1394889340
34967,100651669,1394889029
34968,100651276,1394888914
34969,100651920,1394888779
34970,100651913,1394888662
34971,100650283,1394877564
34972,100638601,1394867933
34973,100639424,1394867844
34974,100625718,1394867646
34975,100647961,1394866790
34976,100651847,1394866724
34977,100651898,1394866629
34978,100650633,1394630822
34979,100650237,1394630715
34980,100649188,1394620210
34981,100650174,1394620070
34982,100650220,1394619993
34983,100650498,1394619929
34984,100647961,1394547287
34985,100649188,1394547241
34986,100650015,1394541099
34987,100649202,1394457055
34988,100623868,1394369442
34989,100644612,1394369095
34990,100648759,1394365024
34991,100644170,1394356401
34992,100648791,1394356389
34993,100648883,1394356359
34994,100647237,1394337657
34995,100647230,1394337519
34996,100647226,1394337420
34997,100648564,1394335814
34998,100648223,1394321674
34999,100648470,1394284253
35000,100648279,1394283141
35002,100644621,1394282702
35003,100648385,1394267251
35004,100648564,1394266913
35005,100648411,1394257274
35006,100648319,1394257243
35007,100648381,1394256988
35008,100647924,1394237632
35009,100644616,1394236463
35010,100648319,1394235751
35011,100648366,1394235133
35012,100648493,1394200172
35013,100647422,1394110831
35014,100647868,1394110745
35017,100647190,1394109860
35018,100646515,1394024877
35019,100646765,1394022267
35020,100647057,1394022230
35021,100647344,1394022086
35022,100645537,1393852972
35023,100646058,1393852745
35024,100645398,1393744547
35025,100643259,1393683481
35026,100645260,1393683433
35027,100642115,1393683300
35028,100644851,1393681415
35029,100644926,1393679795
35030,100633116,1393679643
35031,100645056,1393679401
35032,100621878,1393678269
35033,100645282,1393678055
35034,100643946,1393669761
35035,100645056,1393669298
35036,100644736,1393668352
35037,100644693,1393668280
35039,100644750,1393665482
35041,100644748,1393665288
35042,100645258,1393665260
35043,100645322,1393664882
35044,100645303,1393664797
35045,100644566,1393632850
35046,100645282,1393632730
35047,100655198,1395742567
35048,100655297,1395742548
35049,100655375,1395742515
35050,100655399,1395742487
35051,100655420,1395742472
35052,100655552,1395742440
35053,100655733,1395742389
35054,100655960,1395742375
35055,100656037,1395742342
35056,100656057,1395742171
35057,100656099,1395742150
35058,100656150,1395742120
35059,100656239,1395742025
35060,100648768,1394796788
35061,100651469,1394796572
35062,100650174,1395123912
35063,100649646,1395123850
35064,100649646,1395123842
35068,100653933,1395388358
35069,100654022,1395388279
35070,100654204,1395388199
35071,100644566,1393978325
35072,100644648,1393978273
35073,100644706,1393978244
35074,100644937,1393978221
35075,100645310,1393978198
35076,100645359,1393978170
35077,100645485,1393978103
35078,100645503,1393978084
35079,100645546,1393978072
35080,100645864,1393978045
35081,100645933,1393978027
35082,100646120,1393977981
35083,100646153,1393977862
35084,100648796,1394501369
35085,100648788,1394501076
35086,100648976,1394500753
35087,100649503,1394500628
35088,100647698,1394163891
35089,100653011,1395149322
35090,100624712,1395118206
35091,100623093,1394880496
35092,100650220,1394635056
35093,100650633,1394633284
35094,100649503,1394633270
35095,100649202,1394633224
35096,100647228,1394633212
35097,100647230,1394633188
35098,100596985,1394625017
35099,100650596,1394624999
35100,100650129,1394624944
35101,100647232,1394623576
35102,100653257,1395220365
35103,100652935,1395220289
35104,100652962,1395220224
35105,100653011,1395220216
35106,100651502,1394970055
35107,100648035,1394337478
35108,100646790,1394089812
35109,100645398,1393813638
35110,100642763,1393930590
35111,100645828,1393930539
35112,100645906,1393930476
35113,100646087,1393930324
35114,100646153,1393928436
35115,100656616,1395905417
35116,100656637,1395905407
35117,100656815,1395905383
35118,100657146,1395905364
35119,100657176,1395905331
35120,100657188,1395905323
35121,100657261,1395905301
35122,100655420,1395643345
35123,100654204,1395386126
35124,100653403,1395200939
35125,100650220,1394670740
35126,100644566,1393919892
35127,100644648,1393919822
35128,100646120,1393919786
35129,100646153,1393919732
35130,100658012,1396009412
35131,100651130,1394713195
35132,100646153,1393939979
35134,100645322,1393677870
35135,100651265,1395903551
35136,100651276,1395903512
35137,100651344,1395903479
35138,100651469,1395903423
35139,100651659,1395903392
35140,100651809,1395903386
35141,100651880,1395903372
35142,100651950,1395903359
35143,100651976,1395903354
35144,100651992,1395903346
35145,100652020,1395903336
35146,100652086,1395903330
35147,100652168,1395903289
35148,100652271,1395903279
35149,100652409,1395903257
35150,100652447,1395903214
35151,100652788,1395903208
35152,100652817,1395903182
35153,100652935,1395903154
35154,100653104,1395903125
35155,100653275,1395903092
35156,100653327,1395903063
35157,100653351,1395903054
35158,100653403,1395903012
35159,100653853,1395902932
35160,100653892,1395902881
35161,100653933,1395902858
35162,100654022,1395902849
35163,100654204,1395902809
35164,100654400,1395902802
35165,100654411,1395902787
35166,100655071,1395902783
35167,100655123,1395902776
35168,100655188,1395902766
35169,100655297,1395902757
35170,100655375,1395902735
35171,100655399,1395902712
35172,100655420,1395902680
35173,100655552,1395902673
35174,100655733,1395902658
35175,100655960,1395902651
35176,100656037,1395902646
35177,100656057,1395902629
35178,100656099,1395902623
35179,100656150,1395902613
35180,100656239,1395902609
35181,100656369,1395902592
35182,100656551,1395902581
35183,100656616,1395902575
35184,100656637,1395902563
35185,100656815,1395902540
35186,100657176,1395902511
35187,100657261,1395902479
35188,100645366,1393891716
35189,100645495,1393891679
35190,100645532,1393891663
35191,100645828,1393891622
35192,100645906,1393891590
35193,100646087,1393891527
35194,100648503,1394390323
35195,100648611,1394390320
35196,100648706,1394390295
35197,100648728,1394390291
35198,100648752,1394390288
35199,100648768,1394390221
35200,100645495,1393923216
35201,100645532,1393923201
35202,100645828,1393923188
35203,100645906,1393923161
35204,100646087,1393923105
35205,100650444,1394781309
35206,100650488,1394781304
35207,100650617,1394781301
35208,100650677,1394781283
35209,100650696,1394781258
